lat,lon,flood_heig,elevation,precipitat
14.64039374000,121.05570850000,0,54.55329513550,9.00000000000
14.69829935000,121.00213220000,0,21.85627174380,10.00000000000
14.69885841000,121.10026140000,0,69.32280731200,16.00000000000
14.57131006000,120.98333450000,0,10.98724079130,8.00000000000
14.76223230000,121.07573490000,0,87.88984680180,18.00000000000
14.60117840000,121.08859870000,0,14.46373367310,11.00000000000
14.70803089000,121.05267400000,0,45.00055313110,12.00000000000
14.70920612000,121.05029220000,0,43.22685241700,13.00000000000
14.70962531000,121.04700590000,0,43.18311309810,12.00000000000
14.66933825000,121.13289810000,0,48.27621078490,17.00000000000
14.72701256000,121.04659530000,0,53.30765151980,13.00000000000
14.64674770000,121.06280020000,0,62.10153198240,10.00000000000
14.68537700000,121.09706100000,0,82.23147583010,15.00000000000
14.39827000000,121.02749600000,0,37.07901763920,10.00000000000
14.63079600000,121.07215100000,0,52.19583129880,10.00000000000
14.63079600000,121.07214400000,0,52.19583129880,10.00000000000
14.63076700000,121.07220500000,0,52.19583129880,10.00000000000
14.73213700000,121.05455000000,0,69.50923919680,14.00000000000
14.61853000000,121.05834200000,0,51.15957641600,9.00000000000
14.63625600000,121.08231400000,0,36.83612442020,11.00000000000
14.63626700000,121.08229800000,0,36.83612442020,11.00000000000
14.65550600000,121.08676100000,0,38.09612274170,12.00000000000
14.62081400000,121.04863000000,0,41.84384155270,9.00000000000
14.62577700000,121.01079600000,0,14.08218002320,8.00000000000
14.62791500000,121.01345800000,0,17.34160995480,8.00000000000
14.63073900000,121.01638000000,0,15.07206821440,8.00000000000
14.63233700000,121.01889000000,0,18.18972778320,8.00000000000
14.63306400000,121.02021800000,0,20.27785682680,8.00000000000
14.63217100000,121.02073700000,0,21.97542953490,8.00000000000
14.62837200000,121.03397400000,0,31.17227745060,8.00000000000
14.62691900000,121.03379800000,0,30.39649772640,8.00000000000
14.62164500000,121.02465800000,0,23.37813568120,8.00000000000
14.62226800000,121.02646600000,0,27.14991569520,8.00000000000
14.62291100000,121.02906000000,0,29.51216125490,8.00000000000
14.62384600000,121.03313400000,0,30.46222877500,8.00000000000
14.63030300000,121.02575700000,0,28.51007652280,8.00000000000
14.67384700000,121.05887600000,0,52.80630111690,11.00000000000
14.67386700000,121.05888400000,0,52.80630111690,11.00000000000
14.49645700000,121.00743900000,0,9.46848678589,6.00000000000
14.43601000000,120.98756400000,0,22.66096305850,7.00000000000
